iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths
BRA,South America,Brazil,2022-01-09,22529183.0,29658.0,33108.0,620251.0,314.0
BRA,South America,Brazil,2022-01-10,22563104.0,33921.0,36289.0,620366.0,115.0
BRA,South America,Brazil,2022-01-11,22636359.0,73255.0,44015.286,620507.0,141.0
BRA,South America,Brazil,2022-01-12,22724232.0,87873.0,53304.0,620641.0,134.0
BRA,South America,Brazil,2022-01-13,22822177.0,97945.0,62178.143,620830.0,189.0
BRA,South America,Brazil,2022-01-14,22933289.0,111112.0,69009.571,621063.0,233.0
BRA,South America,Brazil,2022-01-15,22981851.0,48562.0,68903.714,621233.0,170.0
BRA,South America,Brazil,2022-01-16,23015128.0,33277.0,69420.714,621327.0,94.0
BRA,South America,Brazil,2022-01-17,23089509.0,74381.0,75200.714,621478.0,151.0
BRA,South America,Brazil,2022-01-18,23229851.0,140342.0,84784.571,621803.0,325.0
BRA,South America,Brazil,2022-01-19,23425392.0,195541.0,100165.714,622125.0,322.0
BRA,South America,Brazil,2022-01-20,23595178.0,169786.0,110428.714,622476.0,351.0
BRA,South America,Brazil,2022-01-21,23766499.0,171321.0,119030.0,622875.0,399.0
